City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Smithers,CA,2021-12-04 05:35:26,54.7804,-127.1743,28.72,93,90,5.75
268,Muscat,OM,2021-12-04 05:38:13,23.6139,58.5922,78.82,48,0,3.67
269,Kassala,SD,2021-12-04 05:39:12,15.451,36.4,77.23,57,0,10.94
270,Rocha,UY,2021-12-04 05:39:13,-34.4833,-54.3333,55.81,94,79,2.51
271,Kamina,CD,2021-12-04 05:39:13,-8.7386,24.9906,70.74,83,56,1.97
272,Okha,RU,2021-12-04 05:37:22,53.5739,142.9478,14.31,83,100,12.57
273,Nome,US,2021-12-04 05:40:14,64.5011,-165.4064,8.67,78,90,26.46
274,Tantoyuca,MX,2021-12-04 05:40:15,21.35,-98.2333,66.65,95,44,4.99
275,Diamantino,BR,2021-12-04 05:40:16,-14.4086,-56.4461,73.49,94,100,2.37
276,Gobabis,NA,2021-12-04 05:40:17,-22.45,18.9667,64.87,73,99,15.28
277,San Juan,AR,2021-12-04 05:40:17,-31.5375,-68.5364,63.72,74,97,13.67
278,Natal,BR,2021-12-04 05:40:17,-5.795,-35.2094,80.82,89,40,6.91
279,Kologriv,RU,2021-12-04 05:40:18,58.8275,44.3178,31.59,94,100,12.06
280,Jining,CN,2021-12-04 05:38:47,35.405,116.5814,55.74,31,1,6.02
281,Gat,IL,2021-12-04 05:40:18,31.61,34.7642,62.4,49,100,3.47
282,Souillac,MU,2021-12-04 05:39:26,-20.5167,57.5167,84.58,70,40,8.05
283,Fare,PF,2021-12-04 05:40:19,-16.7,-151.0167,80.98,72,63,18.3
284,Luderitz,NA,2021-12-04 05:40:19,-26.6481,15.1594,63.12,69,72,16.87
285,Belle Fourche,US,2021-12-04 05:40:20,44.6714,-103.8522,36.25,54,100,11.25
286,Uige,AO,2021-12-04 05:40:21,-7.6087,15.0613,67.19,98,100,1.32
287,Sal Rei,CV,2021-12-04 05:40:21,16.1833,-22.9167,70.36,73,62,20.71
288,Tateyama,JP,2021-12-04 05:40:22,34.9833,139.8667,61.14,56,4,17.25
289,Rosetown,CA,2021-12-04 05:40:22,51.5501,-108.0014,12.18,92,53,8.05
290,Marica,BR,2021-12-04 05:40:23,-22.9194,-42.8186,73.35,84,13,3.2
291,Laja,CL,2021-12-04 05:40:24,-37.2667,-72.7,50.79,72,0,3.98
292,Geraldton,AU,2021-12-04 05:40:24,-28.7667,114.6,93.61,27,0,21.85
293,Abu Dhabi,AE,2021-12-04 05:40:25,24.4667,54.3667,75.31,60,0,1.01
294,Huadian,CN,2021-12-04 05:40:25,42.9633,126.7478,19.42,72,42,8.3
295,Progreso,MX,2021-12-04 05:40:26,21.2833,-89.6667,74.1,77,79,10.04
296,Puri,IN,2021-12-04 05:40:26,19.8,85.85,73.38,92,100,23.73
297,Ilheus,BR,2021-12-04 05:40:27,-14.7889,-39.0494,71.82,96,94,3.98
298,Labuhan,ID,2021-12-04 05:40:28,-6.8844,112.2051,83.57,75,98,10.31
299,Am Timan,TD,2021-12-04 05:40:28,11.0297,20.2827,76.19,31,6,4.59
300,Herat,AF,2021-12-04 05:40:29,34.5,62.0,44.26,63,96,2.8
301,Rusape,ZW,2021-12-04 05:40:29,-18.5278,32.1284,79.86,35,4,9.95
302,Dilla,ET,2021-12-04 05:40:30,6.41,38.31,71.31,48,3,1.92
303,Tarakan,ID,2021-12-04 05:40:30,3.3,117.6333,85.5,79,40,4.61
304,Hami,CN,2021-12-04 05:40:31,42.8,93.45,30.76,46,41,3.24
305,Filadelfia,US,2021-12-04 05:37:52,39.9523,-75.1638,45.32,61,90,3.0
306,Lakselv,NO,2021-12-04 05:40:31,70.0513,24.9718,6.62,85,90,17.27
307,Alora,ES,2021-12-04 05:40:32,36.8236,-4.7058,52.74,58,0,6.11
308,Samarai,PG,2021-12-04 05:40:32,-10.6167,150.6667,83.75,75,86,9.86
309,Sobolevo,RU,2021-12-04 05:40:33,54.4299,31.8996,23.31,93,92,10.11
310,Houma,US,2021-12-04 05:40:02,29.5958,-90.7195,62.6,97,21,1.99
311,Ca Mau,VN,2021-12-04 05:40:33,9.1769,105.15,81.25,58,94,10.65
312,Nianzishan,CN,2021-12-04 05:40:33,47.5167,122.8833,20.08,57,65,10.13
313,Severo-Yeniseyskiy,RU,2021-12-04 05:40:34,60.3725,93.0408,20.01,92,100,11.63
314,West Lafayette,US,2021-12-04 05:40:00,40.4259,-86.9081,40.21,83,1,6.91
315,San Ramon,US,2021-12-04 05:40:34,37.7799,-121.978,54.21,88,90,1.01
316,Farmington,US,2021-12-04 05:40:05,36.7281,-108.2187,39.74,59,1,8.05
317,Letnica,PL,2021-12-04 05:41:35,51.8981,15.333,33.46,44,100,9.4
318,Jinchang,CN,2021-12-04 05:41:36,38.4953,102.1739,41.88,16,0,3.91
319,Pemangkat,ID,2021-12-04 05:41:36,1.1667,108.9667,81.79,81,99,11.36
320,Arlit,NE,2021-12-04 05:41:36,18.7369,7.3853,67.1,17,64,5.28
321,Svarychiv,UA,2021-12-04 05:41:37,48.9622,24.1966,11.43,79,18,5.79
322,Kodinsk,RU,2021-12-04 05:41:37,58.6881,99.1844,29.71,90,100,16.22
323,Chaman,PK,2021-12-04 05:41:38,30.9236,66.4512,61.63,27,6,6.78
324,Tabou,CI,2021-12-04 05:41:38,4.423,-7.3528,78.64,86,95,7.72
325,Alberdi,AR,2021-12-04 05:41:38,-32.8899,-60.6906,69.04,76,0,3.0
326,Rizia,GR,2021-12-04 05:41:39,41.6167,26.4333,51.87,95,100,7.67
327,Ganganagar,IN,2021-12-04 05:41:39,29.9167,73.8833,74.62,35,0,1.43
328,Donskoye,RU,2021-12-04 05:41:39,45.4552,41.9741,45.63,45,84,7.47
329,Silvan,TR,2021-12-04 05:41:40,38.1419,41.0081,28.69,44,78,1.01
330,Svarstad,NO,2021-12-04 05:41:40,59.399,9.9698,25.16,52,100,4.0
331,Coronel Bogado,PY,2021-12-04 05:41:41,-27.1833,-56.3,73.89,61,51,4.59
332,Valenca Do Piaui,BR,2021-12-04 05:41:41,-6.4075,-41.7456,73.45,74,48,3.09
333,Tongliao,CN,2021-12-04 05:41:41,43.6125,122.2653,26.42,77,26,9.66
334,Lahad Datu,MY,2021-12-04 05:41:42,5.0268,118.327,82.15,85,89,2.21
335,Dudinka,RU,2021-12-04 05:41:42,69.4058,86.1778,-29.38,96,61,10.16
336,Teya,RU,2021-12-04 05:41:42,60.3778,92.6267,23.79,91,100,11.54
337,Lincoln,US,2021-12-04 05:41:43,40.8,-96.667,42.75,75,1,3.0
338,Los Llanos De Aridane,ES,2021-12-04 05:41:43,28.6585,-17.9182,62.35,67,90,8.01
339,Mehamn,NO,2021-12-04 05:41:43,71.0357,27.8492,18.28,84,54,12.28
340,Mayo,US,2021-12-04 05:41:44,38.8876,-76.5119,48.94,74,90,0.0
341,Rio Gallegos,AR,2021-12-04 05:41:44,-51.6226,-69.2181,51.85,54,0,4.61
342,Sohag,EG,2021-12-04 05:41:44,26.557,31.6948,52.09,42,27,0.89
343,Maragogi,BR,2021-12-04 05:41:08,-9.0122,-35.2225,76.91,87,37,7.76
344,Baherden,TM,2021-12-04 05:36:48,38.4362,57.4316,45.14,78,97,6.67
345,Trinidad,BO,2021-12-04 05:41:45,-14.8333,-64.9,74.86,92,88,3.78
346,Kaka,TM,2021-12-04 05:41:45,37.3482,59.6143,42.66,81,99,1.92
347,Jablah,SY,2021-12-04 05:41:46,35.3614,35.9256,53.89,58,0,4.61
348,Termiz,UZ,2021-12-04 05:41:46,37.2242,67.2783,46.49,61,75,4.61
349,Banjar,ID,2021-12-04 05:38:35,-8.19,114.9675,87.66,82,100,3.06
350,Xuanzhou,CN,2021-12-04 05:41:47,30.9525,118.7553,59.36,25,26,4.21
351,Abbeville,FR,2021-12-04 05:41:47,50.1,1.8333,42.76,98,98,5.32
352,Durban,ZA,2021-12-04 05:38:29,-29.8579,31.0292,71.02,90,100,3.0
353,Sarh,TD,2021-12-04 05:40:13,9.1429,18.3923,69.71,83,0,0.0
354,Porto-Vecchio,FR,2021-12-04 05:41:48,41.591,9.2795,49.66,66,0,11.5
355,Aklavik,CA,2021-12-04 05:41:48,68.2191,-135.0107,-21.17,86,2,10.4
356,Lahat,ID,2021-12-04 05:41:48,-3.8,103.5333,82.96,78,98,4.0
357,Piacabucu,BR,2021-12-04 05:41:49,-10.4056,-36.4344,77.56,88,76,9.75
358,Pimentel,PE,2021-12-04 05:41:49,-6.8367,-79.9342,64.6,90,65,10.87
359,Belyy Yar,RU,2021-12-04 05:41:50,53.6039,91.3903,37.29,59,0,15.66
360,Acapulco,MX,2021-12-04 05:38:24,16.8634,-99.8901,76.82,83,20,5.75
361,Ossora,RU,2021-12-04 05:39:02,59.2353,163.0719,17.96,85,86,5.97
362,Matthews,US,2021-12-04 05:41:50,35.1168,-80.7237,62.02,62,1,1.01
363,Awbari,LY,2021-12-04 05:42:51,26.5921,12.7805,45.88,56,7,12.17
364,Kaitangata,NZ,2021-12-04 05:42:51,-46.2817,169.8464,60.85,93,99,5.66
365,Arrecife,ES,2021-12-04 05:42:52,28.963,-13.5477,66.27,77,0,9.22
366,Batsfjord,NO,2021-12-04 05:42:52,70.6345,29.7185,18.9,87,60,12.1
367,Suez,EG,2021-12-04 05:42:52,29.9737,32.5263,62.17,56,100,2.06
368,Svetlyy,RU,2021-12-04 05:42:53,54.675,20.1347,32.05,95,100,16.84
369,Pangai,TO,2021-12-04 05:42:53,-19.8,-174.35,80.71,74,20,14.97
370,Constitucion,CL,2021-12-04 05:42:54,-35.3333,-72.4167,54.81,60,13,5.68
371,Miyako,JP,2021-12-04 05:42:54,39.6367,141.9525,43.23,77,91,4.72
372,Toccoa,US,2021-12-04 05:42:55,34.5773,-83.3324,63.01,54,1,3.44
373,Dawlatabad,AF,2021-12-04 05:42:55,36.4141,64.9053,46.4,52,92,3.24
374,Lac-Megantic,CA,2021-12-04 05:42:55,45.5834,-70.8823,13.93,86,100,10.98
375,Marquette,US,2021-12-04 05:42:56,46.5333,-87.6335,29.77,78,54,13.47
376,Lompoc,US,2021-12-04 05:42:56,34.6391,-120.4579,55.56,84,90,0.0
377,Kemise,ET,2021-12-04 05:42:57,10.7167,39.8667,67.64,46,0,4.59
378,Celestun,MX,2021-12-04 05:42:57,20.8667,-90.4,75.61,74,94,11.43
379,Chizhou,CN,2021-12-04 05:42:57,30.6578,117.4831,61.09,24,8,1.52
380,Yumen,CN,2021-12-04 05:42:58,40.2833,97.2,41.13,19,0,11.79
381,Klyuchi,RU,2021-12-04 05:42:58,52.2667,79.1667,25.95,84,91,13.31
382,Lianzhou,CN,2021-12-04 05:42:59,24.7811,112.3825,68.63,26,6,3.67
383,Karratha,AU,2021-12-04 05:42:59,-20.7377,116.8463,100.2,28,32,21.7
384,Morant Bay,JM,2021-12-04 05:42:59,17.8815,-76.4093,78.42,83,100,12.39
385,Benoy,TD,2021-12-04 05:43:00,8.9833,16.3199,76.33,37,11,2.1
386,Sitka,US,2021-12-04 05:43:00,57.0531,-135.33,26.49,80,20,3.44
387,Pittsburg,US,2021-12-04 05:43:00,38.028,-121.8847,55.85,88,90,3.0
388,Afsin,TR,2021-12-04 05:43:01,38.2477,36.914,35.85,51,100,0.58
389,Pandan,PH,2021-12-04 05:43:01,14.0453,124.1694,75.97,80,100,18.81
390,Pahrump,US,2021-12-04 05:43:02,36.2083,-115.9839,57.18,30,0,1.66
391,Sisimiut,GL,2021-12-04 05:43:02,66.9395,-53.6735,19.72,56,100,17.11
392,Taoudenni,ML,2021-12-04 05:43:02,22.6783,-3.9836,59.25,32,100,14.32
393,Pyapon,MM,2021-12-04 05:43:03,16.2833,95.6833,85.24,61,61,12.64
394,Kandi,BJ,2021-12-04 05:43:03,11.1342,2.9386,69.17,24,47,4.56
395,Panzhihua,CN,2021-12-04 05:43:04,26.5851,101.7128,61.12,72,100,3.27
396,Alihe,CN,2021-12-04 05:43:04,50.5667,123.7167,19.54,64,54,3.02
397,Seymchan,RU,2021-12-04 05:43:05,62.8833,152.4333,-35.34,100,97,1.57
398,Cassilandia,BR,2021-12-04 05:39:34,-19.1133,-51.7342,73.99,70,85,4.38
399,Adrar,MR,2021-12-04 05:43:05,20.5022,-10.0711,62.87,22,100,9.46
400,Omsukchan,RU,2021-12-04 05:43:06,62.5333,155.8,-34.13,93,34,1.9
401,Farafangana,MG,2021-12-04 05:43:06,-22.8167,47.8333,81.16,72,39,10.07
402,Umm Kaddadah,SD,2021-12-04 05:43:06,13.6017,26.6876,71.87,35,0,15.52
403,Mount Isa,AU,2021-12-04 05:43:07,-20.7333,139.5,103.77,14,40,11.5
404,Saldanha,ZA,2021-12-04 05:43:07,-33.0117,17.9442,59.05,71,97,9.1
405,Sioux Lookout,CA,2021-12-04 05:43:07,50.1001,-91.917,17.98,86,90,11.5
406,Adeje,ES,2021-12-04 05:44:08,28.1227,-16.726,68.31,64,20,1.99
407,Quchan,IR,2021-12-04 05:44:08,37.106,58.5095,37.69,98,100,2.39
408,Nautla,MX,2021-12-04 05:44:08,20.2167,-96.7833,72.18,85,82,6.76
409,Kavieng,PG,2021-12-04 05:44:09,-2.5744,150.7967,84.63,71,70,7.07
410,Port Blair,IN,2021-12-04 05:44:09,11.6667,92.75,81.97,76,70,12.12
411,Arkhipo-Osipovka,RU,2021-12-04 05:44:09,44.37,38.52,53.58,81,100,13.04
412,Liepaja,LV,2021-12-04 05:44:10,56.5419,21.0367,35.65,93,90,8.05
413,Frankfort,ZA,2021-12-04 05:44:10,-27.2667,28.4833,70.34,68,60,11.59
414,Faanui,PF,2021-12-04 05:44:10,-16.4833,-151.75,81.54,67,29,17.94
415,Sorland,NO,2021-12-04 05:44:11,67.667,12.6934,31.19,57,51,23.2
416,Qaqortoq,GL,2021-12-04 05:44:11,60.7167,-46.0333,21.7,86,100,16.04
417,Yerofey Pavlovich,RU,2021-12-04 05:44:12,53.9667,121.9667,8.71,73,98,2.55
418,Marawi,PH,2021-12-04 05:44:12,7.9986,124.2928,75.65,86,92,7.34
419,Shenjiamen,CN,2021-12-04 05:41:01,29.9576,122.298,55.44,50,0,8.32
420,Prince Rupert,CA,2021-12-04 05:44:12,54.3161,-130.3201,38.89,84,90,3.44
421,Champasak,LA,2021-12-04 05:44:13,14.75,106.0,77.88,43,85,2.8
422,Pacific Grove,US,2021-12-04 05:44:13,36.6177,-121.9166,55.08,84,39,1.99
423,Beringovskiy,RU,2021-12-04 05:44:13,63.05,179.3167,13.17,73,20,12.95
424,Eureka,US,2021-12-04 05:44:13,40.8021,-124.1637,51.64,97,54,3.02
425,Sanchazi,CN,2021-12-04 05:44:14,42.0817,126.6003,18.16,70,40,4.85
426,Ust-Kulom,RU,2021-12-04 05:44:14,61.6864,53.6902,0.77,94,100,7.47
427,Wad Madani,SD,2021-12-04 05:44:15,14.4012,33.5199,81.05,42,0,14.05
428,Matamoros,MX,2021-12-04 05:44:15,25.5333,-103.25,67.3,52,0,4.29
429,Balykshi,KZ,2021-12-04 05:44:15,47.0667,51.8667,33.8,86,100,13.42
430,Kiunga,PG,2021-12-04 05:44:16,-6.1219,141.2906,84.33,91,64,0.89
431,Vao,NC,2021-12-04 05:44:16,-22.6667,167.4833,77.23,81,71,13.56
432,Khandyga,RU,2021-12-04 05:44:17,62.6667,135.6,-40.25,95,17,3.02
433,Chengde,CN,2021-12-04 05:43:49,40.9725,117.9361,42.93,28,0,1.97
434,Paamiut,GL,2021-12-04 05:44:17,61.994,-49.6678,39.27,70,100,45.41
435,Roald,NO,2021-12-04 05:44:17,62.5833,6.1333,37.54,65,75,18.41
436,Moranbah,AU,2021-12-04 05:44:18,-22.0016,148.0466,94.41,26,4,15.68
437,Voineasa,RO,2021-12-04 05:44:18,44.2833,24.1333,36.19,93,90,16.11
438,Sorbhog,IN,2021-12-04 05:44:19,26.5,90.8667,79.32,49,88,6.13
439,Mawlaik,MM,2021-12-04 05:44:19,23.6333,94.4167,84.18,49,58,1.01
440,Thenzawl,IN,2021-12-04 05:44:19,23.3167,92.75,76.24,43,86,3.06
441,Saint-Georges,GD,2021-12-04 05:44:20,12.0564,-61.7485,78.48,89,20,11.5
442,Turukhansk,RU,2021-12-04 05:44:20,65.8167,87.9833,-34.53,99,96,2.51
443,Omboue,GA,2021-12-04 05:44:21,-1.5746,9.2618,76.62,88,100,1.86
444,Krasnoselkup,RU,2021-12-04 05:44:21,65.7,82.4667,-18.71,93,97,8.77
445,Talaya,RU,2021-12-04 05:44:21,61.3833,152.75,-25.44,100,100,0.92
446,Bagratashen,AM,2021-12-04 05:44:22,41.2436,44.8174,39.6,42,24,3.96
447,Jefferson City,US,2021-12-04 05:39:56,38.5767,-92.1735,52.79,55,1,5.99
448,Katakwi,UG,2021-12-04 05:44:22,1.8911,33.9661,77.11,48,24,3.67
449,Manggar,ID,2021-12-04 05:44:23,-2.8833,108.2667,76.95,89,100,4.56
450,Severodvinsk,RU,2021-12-04 05:44:23,64.5635,39.8302,-7.49,91,43,10.56
451,Kaduna,NG,2021-12-04 05:44:23,10.5222,7.4383,64.35,32,46,6.4
452,Samana,DO,2021-12-04 05:45:24,19.2056,-69.3369,75.34,86,89,7.14
453,Mustasaari,FI,2021-12-04 05:42:55,63.1142,21.6822,12.88,79,0,8.05
454,Sayyan,YE,2021-12-04 05:45:24,15.1718,44.3244,52.65,19,3,3.96
455,Roebourne,AU,2021-12-04 05:45:24,-20.7833,117.1333,103.08,23,30,19.35
456,San Joaquin,US,2021-12-04 05:45:25,37.9333,-121.3011,54.1,90,90,0.0
457,Kahului,US,2021-12-04 05:45:25,20.8947,-156.47,73.42,79,90,18.41
458,Melfi,IT,2021-12-04 05:45:26,40.9965,15.6514,42.49,85,66,3.33
459,Makakilo City,US,2021-12-04 05:45:26,21.3469,-158.0858,70.12,62,1,8.05
460,Maumere,ID,2021-12-04 05:45:26,-8.6199,122.2111,84.7,71,94,4.5
461,Port-Gentil,GA,2021-12-04 05:43:16,-0.7193,8.7815,75.16,94,20,4.61
462,Antioch,TR,2021-12-04 05:45:27,36.2066,36.1572,48.02,53,100,8.3
463,Saint Anthony,US,2021-12-04 05:45:28,45.0205,-93.218,33.26,66,1,1.99
464,Soeng Sang,TH,2021-12-04 05:45:28,14.4264,102.4606,76.6,54,85,11.68
465,Camacupa,AO,2021-12-04 05:45:28,-12.0167,17.4833,65.03,88,99,1.48
466,Codajas,BR,2021-12-04 05:45:29,-3.8367,-62.0569,72.72,94,99,0.58
467,Kysyl-Syr,RU,2021-12-04 05:45:29,63.8986,122.7617,-19.26,97,100,15.61
468,Pokrovsk,UA,2021-12-04 05:45:29,48.282,37.1758,37.94,92,100,9.17
469,Lazaro Cardenas,MX,2021-12-04 05:45:30,17.9583,-102.2,75.94,87,78,3.15
470,Kemi,FI,2021-12-04 05:45:30,65.8596,24.8228,15.57,86,0,5.75
471,Yaan,NG,2021-12-04 05:45:30,7.3833,8.5667,72.66,86,27,3.44
472,Balabac,PH,2021-12-04 05:45:31,7.9868,117.0645,77.31,92,100,9.28
473,Coquimbo,CL,2021-12-04 05:42:19,-29.9533,-71.3436,56.93,88,0,3.44
474,Itapirapua,BR,2021-12-04 05:45:31,-15.8233,-50.6133,72.14,91,85,2.17
475,Sakakah,SA,2021-12-04 05:45:00,29.9697,40.2064,51.37,37,75,10.13
476,Araouane,ML,2021-12-04 05:45:32,18.9048,-3.5265,63.59,23,29,11.83
477,Pangody,RU,2021-12-04 05:45:32,65.85,74.4859,-11.33,90,100,4.99
478,Palmas Bellas,PA,2021-12-04 05:45:33,9.2319,-80.0867,79.11,91,34,9.35
479,Cabedelo,BR,2021-12-04 05:45:33,-6.9811,-34.8339,79.47,84,33,10.65
480,Tessalit,ML,2021-12-04 05:45:33,20.1986,1.0114,62.19,23,40,10.51
481,Irbit,RU,2021-12-04 05:45:34,57.6705,63.071,25.36,93,45,5.84
482,Sipoo,FI,2021-12-04 05:45:34,60.3775,25.2691,23.02,86,20,8.05
483,Seoul,KR,2021-12-04 05:45:35,37.5683,126.9778,45.79,42,20,9.22
484,Vigrestad,NO,2021-12-04 05:45:35,58.5667,5.7,36.0,71,100,26.26
485,Cacador,BR,2021-12-04 05:45:35,-26.7753,-51.015,58.51,86,97,5.59
486,Kemijarvi,FI,2021-12-04 05:45:36,66.7131,27.4306,4.05,98,55,4.07
487,Dourbali,TD,2021-12-04 05:45:36,11.8091,15.8632,72.95,25,3,8.55
488,Sao Felix Do Xingu,BR,2021-12-04 05:45:36,-6.6447,-51.995,70.48,99,100,1.81
489,Baykit,RU,2021-12-04 05:45:37,61.67,96.37,20.86,86,100,13.02
490,Kembe,CF,2021-12-04 05:45:37,4.6228,21.8865,75.2,83,100,2.06
491,Quatre Cocos,MU,2021-12-04 05:45:38,-20.2078,57.7625,84.31,68,19,13.2
492,Vostok,RU,2021-12-04 05:45:38,46.4856,135.8833,0.36,88,100,6.44
493,San Patricio,US,2021-12-04 05:45:38,28.017,-97.5169,73.26,93,3,8.9
494,Yulara,AU,2021-12-04 05:45:38,-25.2406,130.9889,103.84,9,30,5.75
495,Dinguiraye,GN,2021-12-04 05:46:39,11.3,-10.7167,68.13,33,98,1.07
496,Osmena,PH,2021-12-04 05:46:39,10.5208,119.9258,82.04,70,100,19.06
497,Ulaanbaatar,MN,2021-12-04 05:46:39,47.9077,106.8832,19.53,49,12,2.24
498,Alpine,US,2021-12-04 05:46:40,32.835,-116.7664,56.39,83,90,0.0
499,Nanortalik,GL,2021-12-04 05:46:40,60.1432,-45.2371,36.82,87,100,34.81
500,Linfen,CN,2021-12-04 05:46:40,36.0889,111.5189,49.17,21,0,0.78
501,Antalaha,MG,2021-12-04 05:46:41,-14.9003,50.2788,83.28,63,34,7.58
502,Sereflikochisar,TR,2021-12-04 05:46:41,38.9393,33.5386,44.02,73,79,10.56
503,Saint-Francois,FR,2021-12-04 05:46:41,46.4154,3.9054,49.68,85,0,6.91
504,Aktau,KZ,2021-12-04 05:46:42,43.65,51.2,36.18,74,89,23.13
505,Pucallpa,PE,2021-12-04 05:46:42,-8.3791,-74.5539,74.25,84,80,1.88
506,Usinsk,RU,2021-12-04 05:46:42,65.9939,57.5281,-20.07,100,32,6.06
507,Chitipa,MW,2021-12-04 05:46:43,-9.7024,33.2697,76.44,42,24,6.78
508,Lenggries,DE,2021-12-04 05:45:55,47.6833,11.5667,33.26,92,100,4.07
509,Melo,UY,2021-12-04 05:46:43,-32.3667,-54.1833,54.75,95,3,6.29
510,Sterling,US,2021-12-04 05:46:43,39.0062,-77.4286,48.58,74,40,3.0
511,Hay River,CA,2021-12-04 05:46:44,60.8156,-115.7999,-11.22,70,75,13.8
512,Sao Joao Da Barra,BR,2021-12-04 05:46:44,-21.6403,-41.0511,67.73,93,10,6.35
513,Najran,SA,2021-12-04 05:46:44,17.4924,44.1277,56.05,24,1,2.21
514,Tupik,RU,2021-12-04 05:46:45,54.4253,119.9327,13.33,84,41,1.97
515,Ust-Barguzin,RU,2021-12-04 05:46:45,53.45,108.9833,24.55,77,74,0.31
516,Ambilobe,MG,2021-12-04 05:46:45,-13.2,49.05,90.95,37,33,6.76
517,Touros,BR,2021-12-04 05:46:46,-5.1989,-35.4608,79.7,81,98,12.28
518,Pisco,PE,2021-12-04 05:46:46,-13.7,-76.2167,66.25,82,99,4.61
519,Kuytun,RU,2021-12-04 05:46:46,54.3419,101.5036,33.94,71,100,14.45
520,Velikiy Ustyug,RU,2021-12-04 05:46:47,60.7644,46.3106,9.63,94,100,14.18
521,Jacareacanga,BR,2021-12-04 05:46:47,-6.2222,-57.7528,72.66,100,99,1.68
522,Sonqor,IR,2021-12-04 05:46:47,34.7837,47.6004,31.01,38,5,1.52
523,Gondal,IN,2021-12-04 05:46:48,21.9667,70.8,80.96,37,1,7.31
524,Bonthe,SL,2021-12-04 05:46:48,7.5264,-12.505,77.85,86,74,4.59
525,Orlovskiy,RU,2021-12-04 05:46:49,46.8714,42.0592,43.95,56,100,11.83
526,Laval,CA,2021-12-04 05:46:24,45.57,-73.692,20.95,53,75,4.0
527,Palmer,US,2021-12-04 05:46:49,42.1584,-72.3287,30.81,59,90,10.36
528,Pak Phanang,TH,2021-12-04 05:46:49,8.3511,100.202,87.04,69,82,8.66
529,Kjollefjord,NO,2021-12-04 05:46:50,70.9457,27.3465,21.22,76,57,12.8
530,Florence,IT,2021-12-04 05:46:50,43.7667,11.25,42.98,92,40,1.14
531,Henties Bay,NA,2021-12-04 05:43:09,-22.116,14.2845,58.86,81,0,7.96
532,Marzuq,YE,2021-12-04 05:46:50,14.4,46.4667,64.67,25,5,4.38
533,Kortkeros,RU,2021-12-04 05:46:51,61.8106,51.5806,-1.82,93,100,10.76
534,Kralendijk,BQ,2021-12-04 05:46:51,12.15,-68.2667,78.78,89,40,9.22
535,Nouadhibou,MR,2021-12-04 05:46:51,20.931,-17.0347,60.78,67,0,17.27
536,Redcar,GB,2021-12-04 05:46:52,54.6166,-1.06,42.08,83,100,8.01
